32,800/65R32,2015-10-07 13:12:44,2015-10-07 13:12:44
33,900/60R32,2015-10-07 13:12:44,2015-10-07 13:12:44
34,73X44-32,2015-10-07 13:12:44,2015-10-07 13:12:44
35,460/85R34,2015-10-07 13:12:44,2015-10-07 13:12:44
36,520/70R34,2015-10-07 13:12:44,2015-10-07 13:12:44
37,320/85R38,2015-10-07 13:12:44,2015-10-07 13:12:44
38,18.4-38,2015-10-07 13:12:44,2015-10-07 13:12:44
39,480/70R38,2015-10-07 13:12:44,2015-10-07 13:12:44
40,520/85R38,2015-10-07 13:12:44,2015-10-07 13:12:44
41,650/85R38,2015-10-07 13:12:44,2015-10-07 13:12:44
42,710/70R38,2015-10-07 13:12:44,2015-10-07 13:12:44
43,800/70R38,2015-10-07 13:12:44,2015-10-07 13:12:44
44,520/85R42,2015-10-07 13:12:44,2015-10-07 13:12:44
45,620/70R42,2015-10-07 13:12:44,2015-10-07 13:12:44
46,650/65R42,2015-10-07 13:12:44,2015-10-07 13:12:44
47,710/70R42,2015-10-07 13:12:44,2015-10-07 13:12:44
48,320/90R46,2015-10-07 13:12:44,2015-10-07 13:12:44
49,380/90R46,2015-10-07 13:12:44,2015-10-07 13:12:44
50,480/80R46,2015-10-07 13:12:44,2015-10-07 13:12:44
51,380/90R50,2015-10-07 13:12:44,2015-10-07 13:12:44
52,380/105R50,2015-10-07 13:12:44,2015-10-07 13:12:44
53,320/90R54,2015-10-07 13:12:44,2015-10-07 13:12:44
54,8.25R15,2015-10-07 13:12:44,2015-10-07 13:12:44
55,225/75R16C,2015-10-07 13:12:44,2015-10-07 13:12:44
56,205/65R17.5,2015-10-07 13:12:44,2015-10-07 13:12:44
57,205/75R17.5,2015-10-07 13:12:44,2015-10-07 13:12:44
58,215/75R17.5,2015-10-07 13:12:44,2015-10-07 13:12:44
59,225/75R17.5,2015-10-07 13:12:44,2015-10-07 13:12:44
60,235/75R17.5,2015-10-07 13:12:44,2015-10-07 13:12:44
61,9.5R17.5,2015-10-07 13:12:44,2015-10-07 13:12:44
62,245/70R17.5,2015-10-07 13:12:44,2015-10-07 13:12:44
63,265/70R17.5,2015-10-07 13:12:45,2015-10-07 13:12:45
64,245/70R19.5,2015-10-07 13:12:45,2015-10-07 13:12:45
65,265/70R19.5,2015-10-07 13:12:45,2015-10-07 13:12:45
66,285/70R19.5,2015-10-07 13:12:45,2015-10-07 13:12:45
67,305/70R19.5,2015-10-07 13:12:45,2015-10-07 13:12:45
68,435/50R19.5,2015-10-07 13:12:45,2015-10-07 13:12:45
69,10.00R20,2015-10-07 13:12:45,2015-10-07 13:12:45
70,11.00R20,2015-10-07 13:12:45,2015-10-07 13:12:45
71,12.00R20,2015-10-07 13:12:45,2015-10-07 13:12:45
72,14.00R20,2015-10-07 13:12:45,2015-10-07 13:12:45
73,11R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
74,12R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
75,13R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
76,275/70R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
77,275/80R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
78,295/80R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
79,295/60R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
80,305/70R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
81,315/80R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
82,315/70R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
83,315/60R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
84,385/65R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
85,385/55R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
86,425/65R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
87,445/65R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
88,12.00R24,2015-10-07 13:12:45,2015-10-07 13:12:45
89,325/95R24,2015-10-07 13:12:45,2015-10-07 13:12:45
90,295/75R22.5,2015-10-07 13:12:45,2015-10-07 13:12:45
91,320/85R24 (12.4R24),2015-10-07 13:12:45,2015-10-07 13:12:45
92,340/85R24 (13.6R24),2015-10-07 13:12:45,2015-10-07 13:12:45
93,320/85R28 (12.4R28),2015-10-07 13:12:45,2015-10-07 13:12:45
94,340/85R28 (13.6R28),2015-10-07 13:12:45,2015-10-07 13:12:45
95,380/85R28 (14.9R28),2015-10-07 13:12:45,2015-10-07 13:12:45
96,380/85R30 (14.9R30),2015-10-07 13:12:45,2015-10-07 13:12:45
97,420/85R30 (16.9R30),2015-10-07 13:12:45,2015-10-07 13:12:45
98,460/85R30 (18.4R30),2015-10-07 13:12:45,2015-10-07 13:12:45
99,420/85R34 (16.9R34),2015-10-07 13:12:45,2015-10-07 13:12:45
100,460/85R34 (18.4R34),2015-10-07 13:12:45,2015-10-07 13:12:45
101,420/85R38 (16.9R38),2015-10-07 13:12:45,2015-10-07 13:12:45
102,460/85R38 (18.4R38),2015-10-07 13:12:45,2015-10-07 13:12:45
103,360/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
104,380/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
105,420/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
106,480/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
107,380/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
108,420/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
109,480/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
110,480/70R34,2015-10-07 13:12:45,2015-10-07 13:12:45
111,520/70R34,2015-10-07 13:12:45,2015-10-07 13:12:45
112,580/70R38,2015-10-07 13:12:45,2015-10-07 13:12:45
113,260/70R16,2015-10-07 13:12:45,2015-10-07 13:12:45
114,280/70R16,2015-10-07 13:12:45,2015-10-07 13:12:45
115,280/70R18,2015-10-07 13:12:45,2015-10-07 13:12:45
116,9.5R20,2015-10-07 13:12:45,2015-10-07 13:12:45
117,300/70R20,2015-10-07 13:12:45,2015-10-07 13:12:45
118,280/85R20 (11.2R20),2015-10-07 13:12:45,2015-10-07 13:12:45
119,320/70R20,2015-10-07 13:12:45,2015-10-07 13:12:45
120,320/85R20 (12.4R20),2015-10-07 13:12:45,2015-10-07 13:12:45
121,360/70R20,2015-10-07 13:12:45,2015-10-07 13:12:45
122,380/70R20,2015-10-07 13:12:45,2015-10-07 13:12:45
123,8.3R24,2015-10-07 13:12:45,2015-10-07 13:12:45
124,9.5R24,2015-10-07 13:12:45,2015-10-07 13:12:45
125,280/85R24 (11.2R24),2015-10-07 13:12:45,2015-10-07 13:12:45
126,320/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
127,320/85R24 (12.4R24),2015-10-07 13:12:45,2015-10-07 13:12:45
128,360/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
129,340/85R24,2015-10-07 13:12:45,2015-10-07 13:12:45
130,380/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
131,440/65R24,2015-10-07 13:12:45,2015-10-07 13:12:45
132,420/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
133,480/65R24,2015-10-07 13:12:45,2015-10-07 13:12:45
134,480/70R24,2015-10-07 13:12:45,2015-10-07 13:12:45
135,540/65R24,2015-10-07 13:12:45,2015-10-07 13:12:45
136,540/65R24,2015-10-07 13:12:45,2015-10-07 13:12:45
137,480/70R26,2015-10-07 13:12:45,2015-10-07 13:12:45
138,540/65R26,2015-10-07 13:12:45,2015-10-07 13:12:45
139,280/85R28 (11.2R28),2015-10-07 13:12:45,2015-10-07 13:12:45
140,320/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
141,320/85R28 (12.4R28),2015-10-07 13:12:45,2015-10-07 13:12:45
142,360/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
143,340/85R28 (13.6R28),2015-10-07 13:12:45,2015-10-07 13:12:45
144,380/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
145,440/65R28,2015-10-07 13:12:45,2015-10-07 13:12:45
146,380/85R28 (14.9R28),2015-10-07 13:12:45,2015-10-07 13:12:45
147,420/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
148,480/65R28,2015-10-07 13:12:45,2015-10-07 13:12:45
149,480/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
150,480/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
151,540/65R28,2015-10-07 13:12:45,2015-10-07 13:12:45
152,540/65R28,2015-10-07 13:12:45,2015-10-07 13:12:45
153,600/70R28,2015-10-07 13:12:45,2015-10-07 13:12:45
154,380/85R30 (14.9R30),2015-10-07 13:12:45,2015-10-07 13:12:45
155,420/70R30,2015-10-07 13:12:45,2015-10-07 13:12:45
156,420/85R30 (16.9R30),2015-10-07 13:12:45,2015-10-07 13:12:45
157,540/65R30,2015-10-07 13:12:45,2015-10-07 13:12:45
158,540/65R30,2015-10-07 13:12:45,2015-10-07 13:12:45
159,IF 600/70R30,2015-10-07 13:12:45,2015-10-07 13:12:45
160,710/60R30,2015-10-07 13:12:45,2015-10-07 13:12:45
161,460/85R30 (18.4R30),2015-10-07 13:12:45,2015-10-07 13:12:45
162,520/70R30,2015-10-07 13:12:45,2015-10-07 13:12:45
163,520/70R30,2015-10-07 13:12:45,2015-10-07 13:12:45
164,380/85R34 (14.9R34),2015-10-07 13:12:45,2015-10-07 13:12:45
165,480/70R34,2015-10-07 13:12:45,2015-10-07 13:12:45
166,540/65R34,2015-10-07 13:12:45,2015-10-07 13:12:45
167,540/65R34,2015-10-07 13:12:45,2015-10-07 13:12:45
168,600/65R34,2015-10-07 13:12:45,2015-10-07 13:12:45
169,600/65R34,2015-10-07 13:12:45,2015-10-07 13:12:45
170,650/60R34,2015-10-07 13:12:45,2015-10-07 13:12:45
171,IF 650/60R34,2015-10-07 13:12:45,2015-10-07 13:12:45
172,IF 650/65R34,2015-10-07 13:12:45,2015-10-07 13:12:45
173,600/70R34,2015-10-07 13:12:45,2015-10-07 13:12:45
174,710/60R34,2015-10-07 13:12:45,2015-10-07 13:12:45
175,IF 710/60R34,2015-10-07 13:12:45,2015-10-07 13:12:45
176,12.4R36,2015-10-07 13:12:45,2015-10-07 13:12:45
177,340/85R38 (12.4R38),2015-10-07 13:12:45,2015-10-07 13:12:45
178,380/80R38TL ,2015-10-07 13:12:45,2015-10-07 13:12:45
179,380/85R38,2015-10-07 13:12:45,2015-10-07 13:12:45
180,420/85R38,2015-10-07 13:12:45,2015-10-07 13:12:45
181,380/85R38,2015-10-07 13:12:45,2015-10-07 13:12:45
182,420/85R38 (16.9R38),2015-10-07 13:12:45,2015-10-07 13:12:45
183,540/65R38,2015-10-07 13:12:45,2015-10-07 13:12:45
184,540/65R38,2015-10-07 13:12:45,2015-10-07 13:12:45
185,460/85R38,2015-10-07 13:12:45,2015-10-07 13:12:45
186,460/85R38 (18.4R38),2015-10-07 13:12:45,2015-10-07 13:12:45
187,520/70R38,2015-10-07 13:12:45,2015-10-07 13:12:45
188,600/65R38,2015-10-07 13:12:45,2015-10-07 13:12:45
189,580/70R38,2015-10-07 13:12:45,2015-10-07 13:12:45
190,710/70R38TL 166D - Sugar Cane,2015-10-07 13:12:45,2015-10-07 13:12:45
191,650/75R38,2015-10-07 13:12:45,2015-10-07 13:12:45
192,650/85R38,2015-10-07 13:12:45,2015-10-07 13:12:45
193,800/70R38,2015-10-07 13:12:45,2015-10-07 13:12:45
194,900/60R38,2015-10-07 13:12:45,2015-10-07 13:12:45
195,IF 650/65R38 163D,2015-10-07 13:12:45,2015-10-07 13:12:45
196,IF 710/60R38 164D,2015-10-07 13:12:45,2015-10-07 13:12:45
197,480/80R42 (18.4R42),2015-10-07 13:12:45,2015-10-07 13:12:45
198,600/65R42,2015-10-07 13:12:45,2015-10-07 13:12:45
199,580/70R42,2015-10-07 13:12:45,2015-10-07 13:12:45
200,IF 710/70R42,2015-10-07 13:12:45,2015-10-07 13:12:45
201,710/75R42,2015-10-07 13:12:45,2015-10-07 13:12:45
202,IF 710/75R42,2015-10-07 13:12:45,2015-10-07 13:12:45
203,900/60R42,2015-10-07 13:12:45,2015-10-07 13:12:45
204,IF 900/60R42,2015-10-07 13:12:45,2015-10-07 13:12:45
205,520/85R46 (20.8R46),2015-10-07 13:12:45,2015-10-07 13:12:45
206,IF 750/75R46,2015-10-07 13:12:45,2015-10-07 13:12:45
207,IF 900/65R46,2015-10-07 13:12:45,2015-10-07 13:12:45
208,480/80R50 (18.4R50),2015-10-07 13:12:45,2015-10-07 13:12:45
209,230/95R32,2015-10-07 13:12:46,2015-10-07 13:12:46
210,270/95R32,2015-10-07 13:12:47,2015-10-07 13:12:47
211,230/95R36,2015-10-07 13:12:48,2015-10-07 13:12:48
212,270/95R38,2015-10-07 13:12:49,2015-10-07 13:12:49
213,210/95R44,2015-10-07 13:12:50,2015-10-07 13:12:50
214,230/95R44,2015-10-07 13:12:51,2015-10-07 13:12:51
215,270/95R44,2015-10-07 13:12:52,2015-10-07 13:12:52
216,300/95R46,2015-10-07 13:12:53,2015-10-07 13:12:53
217,230/95R48,2015-10-07 13:12:54,2015-10-07 13:12:54
218,270/95R48,2015-10-07 13:12:55,2015-10-07 13:12:55
219,300/95R52 ,2015-10-07 13:12:56,2015-10-07 13:12:56
220,380/90R54,2015-10-07 13:12:57,2015-10-07 13:12:57
221,620/75R26,2015-10-07 13:12:58,2015-10-07 13:12:58
222,710/75R32,2015-10-07 13:12:59,2015-10-07 13:12:59
223,IF 800/65R32 CFO,2015-10-07 13:12:60,2015-10-07 13:12:60
224,IF 800/70R32 ,2015-10-07 13:12:61,2015-10-07 13:12:61
225,IF 800/70R38 CFO 184A8,2015-10-07 13:12:62,2015-10-07 13:12:62
226,500/60R22.5,2015-10-07 13:12:63,2015-10-07 13:12:63
227,560/60R22.5,2015-10-07 13:12:64,2015-10-07 13:12:64
228,580/65R22.5,2015-10-07 13:12:65,2015-10-07 13:12:65
229,600/50R22.5,2015-10-07 13:12:66,2015-10-07 13:12:66
230,600/55R26.5,2015-10-07 13:12:67,2015-10-07 13:12:67
231,680/55R26.5,2015-10-07 13:12:68,2015-10-07 13:12:68
232,710/50R26.5,2015-10-07 13:12:69,2015-10-07 13:12:69
233,650/65R30.5,2015-10-07 13:12:70,2015-10-07 13:12:70
234,750/60R30.5,2015-10-07 13:12:71,2015-10-07 13:12:71
235,850/50R30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
236,400/55-17.5,2015-10-07 13:12:72,2015-10-07 13:12:72
237,500/60-26.5,2015-10-07 13:12:72,2015-10-07 13:12:72
238,600/55-26.5,2015-10-07 13:12:72,2015-10-07 13:12:72
239,600/55-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
240,600/60-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
241,750/45-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
242,750/50-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
243,800/55-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
244,710/55-34,2015-10-07 13:12:72,2015-10-07 13:12:72
245,650/60-38,2015-10-07 13:12:72,2015-10-07 13:12:72
246,710/65-38,2015-10-07 13:12:72,2015-10-07 13:12:72
247,850/50-38,2015-10-07 13:12:72,2015-10-07 13:12:72
248,850/60-38,2015-10-07 13:12:72,2015-10-07 13:12:72
249,850/55-42,2015-10-07 13:12:72,2015-10-07 13:12:72
250,280/60-15.5,2015-10-07 13:12:72,2015-10-07 13:12:72
251,400/60-15.5,2015-10-07 13:12:72,2015-10-07 13:12:72
252,420/55-17,2015-10-07 13:12:72,2015-10-07 13:12:72
253,400/55-17.5,2015-10-07 13:12:72,2015-10-07 13:12:72
254,400/55-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
255,500/45-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
256,560/45-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
257,500/60-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
258,560/60-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
259,600/50-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
260,710/40-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
261,400/60-26.5,2015-10-07 13:12:72,2015-10-07 13:12:72
262,710/45-26.5,2015-10-07 13:12:72,2015-10-07 13:12:72
263,800/40-26.5,2015-10-07 13:12:72,2015-10-07 13:12:72
264,650/65-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
265,710/50-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
266,750/60-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
267,800/45-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
268,850/50-30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
269,620/50B22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
270,650/45B22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
271,710/40B22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
272,620/55B26.5,2015-10-07 13:12:72,2015-10-07 13:12:72
273,650/60-26.5,2015-10-07 13:12:72,2015-10-07 13:12:72
274,650/55B30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
275,750/50B30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
276,850/45B30.5,2015-10-07 13:12:72,2015-10-07 13:12:72
277,550/45-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
278,550/60-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
279,23.1-26,2015-10-07 13:12:72,2015-10-07 13:12:72
280,650/45-22.5,2015-10-07 13:12:72,2015-10-07 13:12:72
281,420/70B24,2015-10-07 13:12:72,2015-10-07 13:12:72
282,480/70B28,2015-10-07 13:12:72,2015-10-07 13:12:72
283,520/70B30,2015-10-07 13:12:72,2015-10-07 13:12:72
284,620/60B34,2015-10-07 13:12:72,2015-10-07 13:12:72
285,200/95-12,2015-10-07 13:12:72,2015-10-07 13:12:72
286,10.0/80-12,2015-10-07 13:12:72,2015-10-07 13:12:72
287,260/90-13,2015-10-07 13:12:72,2015-10-07 13:12:72
288,260/70-15.3,2015-10-07 13:12:72,2015-10-07 13:12:72
289,300/80-15.3,2015-10-07 13:12:72,2015-10-07 13:12:72
290,300/80-15.3,2015-10-07 13:12:72,2015-10-07 13:12:72
291,320/80-15.3,2015-10-07 13:12:72,2015-10-07 13:12:72
292,180/90-16,2015-10-07 13:12:72,2015-10-07 13:12:72
293,190/90-16,2015-10-07 13:12:72,2015-10-07 13:12:72
294,200/90-16,2015-10-07 13:12:72,2015-10-07 13:12:72
295,210/95-16,2015-10-07 13:12:72,2015-10-07 13:12:72
296,260/70-16,2015-10-07 13:12:72,2015-10-07 13:12:72
297,340/55-16,2015-10-07 13:12:72,2015-10-07 13:12:72
298,360/70-16,2015-10-07 13:12:72,2015-10-07 13:12:72
299,360/65-16,2015-10-07 13:12:72,2015-10-07 13:12:72
300,380/55-17,2015-10-07 13:12:72,2015-10-07 13:12:72
301,480/45-17,2015-10-07 13:12:72,2015-10-07 13:12:72
302,500/50-17,2015-10-07 13:12:72,2015-10-07 13:12:72
303,520/50-17,2015-10-07 13:12:72,2015-10-07 13:12:72
304,555/45-17,2015-10-07 13:12:72,2015-10-07 13:12:72
305,4.00-15,2015-10-07 13:12:72,2015-10-07 13:12:72
306,5.00-15,2015-10-07 13:12:72,2015-10-07 13:12:72
307,5.50-16,2015-10-07 13:12:72,2015-10-07 13:12:72
308,6.00-16,2015-10-07 13:12:72,2015-10-07 13:12:72
309,6.50-16,2015-10-07 13:12:72,2015-10-07 13:12:72
310,7.50-16,2015-10-07 13:12:72,2015-10-07 13:12:72
311,9.00-16,2015-10-07 13:12:72,2015-10-07 13:12:72
312,7.50-18,2015-10-07 13:12:72,2015-10-07 13:12:72
313,6.00-19,2015-10-07 13:12:72,2015-10-07 13:12:72
314,7.50-20,2015-10-07 13:12:72,2015-10-07 13:12:72
315,5.0-10,2015-10-07 13:12:72,2015-10-07 13:12:72
316,4.00-12,2015-10-07 13:12:72,2015-10-07 13:12:72
317,5.00-12,2015-10-07 13:12:72,2015-10-07 13:12:72
318,6.5/80-12,2015-10-07 13:12:72,2015-10-07 13:12:72
319,7.00-12,2015-10-07 13:12:72,2015-10-07 13:12:72
320,10.0/80-12,2015-10-07 13:12:72,2015-10-07 13:12:72
321,5.00-14,2015-10-07 13:12:72,2015-10-07 13:12:72
322,5.00-15,2015-10-07 13:12:72,2015-10-07 13:12:72
323,6.5/80-15,2015-10-07 13:12:72,2015-10-07 13:12:72
324,7.5L-15,2015-10-07 13:12:72,2015-10-07 13:12:72
325,10.0/75-15.3,2015-10-07 13:12:72,2015-10-07 13:12:72
326,6.00-16,2015-10-07 13:12:72,2015-10-07 13:12:72
327,6.50-16,2015-10-07 13:12:72,2015-10-07 13:12:72
328,7.50-16,2015-10-07 13:12:72,2015-10-07 13:12:72
329,8.25-16,2015-10-07 13:12:72,2015-10-07 13:12:72
330,9.0/75-16,2015-10-07 13:12:72,2015-10-07 13:12:72
331,250/80-16,2015-10-07 13:12:72,2015-10-07 13:12:72
332,7.50-18,2015-10-07 13:12:72,2015-10-07 13:12:72
333,250/80-18,2015-10-07 13:12:72,2015-10-07 13:12:72
334,4.50-19,2015-10-07 13:12:72,2015-10-07 13:12:72
335,4.00-21,2015-10-07 13:12:72,2015-10-07 13:12:72
336,4.00-4.50-21,2015-10-07 13:12:72,2015-10-07 13:12:72
